"" "" "pL" "pCooc"
"4890" "SP199" "SP79" "0.999690189252335" NA
"4891" "SP200" "SP79" "0.975321270314503" NA
"4892" "SP201" "SP79" "0.858828854804791" NA
"4893" "SP202" "SP79" "0.987610043616281" NA
"4894" "SP203" "SP79" "0.930458256381797" NA
"4895" "SP204" "SP79" "0.99629642667804" NA
"4896" "SP205" "SP79" "0.990166857120039" NA
"4897" "SP206" "SP79" "0.999620082484248" NA
"4898" "SP207" "SP79" "0.996709631106846" NA
"4899" "SP208" "SP79" "0.952314250150013" NA
"4900" "SP209" "SP79" "0.970004099638631" NA
"4901" "SP210" "SP79" "0.921276714967056" NA
"4902" "SP211" "SP79" "0.68833492947538" NA
"4903" "SP212" "SP79" "0.549854621710364" NA
"4904" "SP213" "SP79" "0.327045085608878" NA
"4905" "SP214" "SP79" "0.83454261125254" NA
"4906" "SP215" "SP79" "0.883152543032482" NA
"4907" "SP216" "SP79" "0.698613861425258" NA
"4908" "SP217" "SP79" "0.658548810585778" NA
"4909" "SP218" "SP79" "0.994512037878472" NA
"4910" "SP219" "SP79" "0.0667457477141044" NA
"4911" "SP220" "SP79" "0.327045085608878" NA
"4912" "SP224" "SP79" "0.97834229568884" NA
"4913" "SP231" "SP79" "0.238217154812746" NA
"4914" "SP232" "SP79" "0.358616794183299" NA
"4915" "SP233" "SP79" "0.29927926413859" NA
"4916" "SP234" "SP79" "0.0835399842137899" NA
"4917" "SP235" "SP79" "0.539283930525934" NA
"4918" "SP236" "SP79" "0.90718436234997" NA
"4919" "SP237" "SP79" "0.90718436234997" NA
"4920" "SP238" "SP79" "0.858828854804791" NA
"4921" "SP239" "SP79" "0.0629132704351753" NA
"4922" "SP241" "SP79" "0.0835399842137899" NA
"4923" "SP244" "SP79" "0.90718436234997" NA
"4924" "SP251" "SP79" "0.0651753249567013" NA
"4925" "SP261" "SP79" "0.90718436234997" NA
"4926" "SP262" "SP79" "0.99775070447752" NA
"4927" "SP271" "SP79" "0.0651753249567013" NA
"4928" "SP280" "SP79" "0.990409524660627" NA
"4929" "SP281" "SP79" "0.991355539629613" NA
"4930" "SP282" "SP79" "0.952314250150013" NA
"4931" "SP283" "SP79" "0.987610043616281" NA
"4932" "SP284" "SP79" "0.994512037878472" NA
"4933" "SP291" "SP79" "0.741464431177419" NA
"4934" "SP301" "SP79" "0.338404015121331" NA
"4935" "SP302" "SP79" "0.376042019797872" NA
"4936" "SP304" "SP79" "0.0388727548302435" NA
"4937" "SP310" "SP79" "0.377668744155696" NA
"4938" "SP311" "SP79" "0.394691017704766" NA
"4939" "SP312" "SP79" "0.539283930525934" NA
"4940" "SP313" "SP79" "0.425204257733251" NA
"4941" "SP314" "SP79" "0.41467449463344" NA
"4942" "SP315" "SP79" "0.658548810585778" NA
"4943" "SP316" "SP79" "0.2246517376726" NA
"4944" "SP317" "SP79" "0.137872366980419" NA
"4945" "SP318" "SP79" "0.312724861989038" NA
"4946" "SP319" "SP79" "0.342314857354676" NA
"4947" "SP320" "SP79" "0.549395870140493" NA
"4948" "SP323" "SP79" "0.539283930525934" NA
"4949" "SP324" "SP79" "0.858828854804791" NA
"4950" "SP331" "SP79" "0.33455630401593" NA
"4951" "SP332" "SP79" "0.196969964650498" NA
"4952" "SP333" "SP79" NA NA
"4953" "SP334" "SP79" "0.1182611582378" NA
"4954" "SP335" "SP79" "0.99453173754753" NA
"4955" "SP336" "SP79" "0.81052558986978" NA
"4956" "SP337" "SP79" "0.999291682362959" NA
"4957" "SP338" "SP79" "0.999900427186412" NA
"4958" "SP339" "SP79" "0.99453173754753" NA
"4959" "SP340" "SP79" "0.925405932312619" NA
"4960" "SP341" "SP79" "0.999900427186412" NA
"4961" "SP342" "SP79" "0.786939340911928" NA
"4962" "SP343" "SP79" "0.999900427186412" NA
"4963" "SP344" "SP79" "0.952314250150013" NA
"4964" "SP345" "SP79" "0.998868141291449" NA
"4965" "SP346" "SP79" "0.952314250150013" NA
"4966" "SP347" "SP79" "0.150640180460118" NA
"4967" "SP350" "SP79" "0.639559633859919" NA
"4968" "SP361" "SP79" "0.90718436234997" NA
"4969" "SP366" "SP79" "0.647072789117662" NA
"4970" "SP367" "SP79" "0.941614387116152" NA
"4971" "SP371" "SP79" "0.142333309462945" NA
"4972" "SP380" "SP79" "0.645184230691203" NA
"4973" "SP381" "SP79" "0.858828854804791" NA
"4974" "SP382" "SP79" "0.928181932667923" NA
"4975" "SP383" "SP79" "0.897632859782921" NA
"4976" "SP384" "SP79" "0.678231308580985" NA
"4977" "SP387" "SP79" "0.269060830302328" NA
"4978" "SP391" "SP79" "0.263540990749797" NA
"4979" "SP396" "SP79" "0.269060830302328" NA
"4980" "SP461" "SP79" "0.15964333278083" NA
"4981" "SP471" "SP79" "0.394691017704766" NA
"4982" "SP472" "SP79" "0.401527446390397" NA
"4983" "SP481" "SP79" "0.369809337578254" NA
"4984" "SP482" "SP79" "0.29927926413859" NA
"4985" "SP630" "SP79" "0.99775070447752" NA
"4986" "SP631" "SP79" "0.121856670334331" NA
"4987" "SP632" "SP79" "0.0700461237062087" NA
"4988" "SP633" "SP79" "0.0954691333262307" NA
"4989" "SP634" "SP79" "0.90718436234997" NA
"4990" "SP702" "SP79" "0.419892890396419" NA
"4991" "SP900" "SP79" NA NA
"4992" "SP999" "SP79" NA NA
"4993" "SP0" "SP80" NA "0.00692520775623269"
"4994" "SP11" "SP80" "0.318682066921569" NA
"4995" "SP12" "SP80" "0.636159878360312" NA
"4996" "SP13" "SP80" "0.279631456361061" NA
"4997" "SP14" "SP80" "0.0473499112780486" NA
"4998" "SP16" "SP80" "0.288731115487716" NA
"4999" "SP21" "SP80" "0.0131019978768116" NA
"5000" "SP31" "SP80" "0.0079002771874712" "0"
"5001" "SP41" "SP80" "0.0164156205113022" "0"
"5002" "SP42" "SP80" "0.0303927440689884" NA
"5003" "SP44" "SP80" "0.0393255228215856" NA
"5004" "SP51" "SP80" "0.0567878085049169" "0"
"5005" "SP61" "SP80" "0.270931979929362" "0"
"5006" "SP62" "SP80" "0.106837577638651" NA
"5007" "SP63" "SP80" "0.167194805949664" "0"
"5008" "SP65" "SP80" "0.270931979929362" NA
"5009" "SP66" "SP80" "0.201657425525958" NA
"5010" "SP71" "SP80" "0.106837577638651" NA
"5011" "SP72" "SP80" "0.066519346862261" NA
"5012" "SP73" "SP80" "0.057768993477963" NA
"5013" "SP74" "SP80" "0.0903584621143982" NA
"5014" "SP75" "SP80" "0.0303927440689884" "0"
"5015" "SP76" "SP80" "0.0473499112780486" "0.00277008310249307"
"5016" "SP77" "SP80" "0.0303927440689884" NA
"5017" "SP78" "SP80" "0.0349702142170099" NA
"5018" "SP79" "SP80" "0.0587734393932105" NA
"5019" "SP80" "SP80" "0.0867924534383241" "0.11218836565097"
"5020" "SP81" "SP80" "0.0303927440689884" "0.0484764542936288"
"5021" "SP82" "SP80" "0.0488982159467734" "0.00277008310249307"
"5022" "SP83" "SP80" NA NA
"5023" "SP90" "SP80" "0.224469556519855" "0.00138504155124654"
"5024" "SP91" "SP80" "0.066519346862261" "0.0221606648199446"
"5025" "SP92" "SP80" "0.228632564808295" NA
"5026" "SP93" "SP80" "0.167194805949664" "0.018005540166205"
"5027" "SP94" "SP80" "0.298255141266603" NA
"5028" "SP95" "SP80" "0.431728822495614" NA
"5029" "SP96" "SP80" "0.318682066921569" NA
"5030" "SP97" "SP80" "0.279631456361061" NA
"5031" "SP98" "SP80" NA NA
"5032" "SP99" "SP80" "0.308229496330045" NA
"5033" "SP100" "SP80" "0.270931979929362" NA
"5034" "SP101" "SP80" "0.408062823117302" NA
"5035" "SP102" "SP80" "0.158873782067282" "0.00831024930747922"
"5036" "SP106" "SP80" "0.224469556519855" "0"
"5037" "SP111" "SP80" "0.106837577638651" NA
"5038" "SP121" "SP80" "0.312351508951977" "0.00969529085872576"
"5039" "SP131" "SP80" "0.0365233209779636" "0.00554016620498615"
"5040" "SP132" "SP80" "0.0199607668974654" "0"
"5041" "SP133" "SP80" "0.292488389245268" NA
"5042" "SP135" "SP80" "0.0677379941245247" NA
"5043" "SP141" "SP80" "0.726021104994981" "0.00138504155124654"
"5044" "SP151" "SP80" "0.190863793117075" NA
"5045" "SP152" "SP80" "0.219525121516654" "0"
"5046" "SP160" "SP80" "0.106837577638651" "0.00277008310249307"
"5047" "SP161" "SP80" "0.133911634727481" "0"
"5048" "SP162" "SP80" "0.140449697685311" "0.0373961218836565"
"5049" "SP163" "SP80" "0.137126369188278" "0.0969529085872576"
"5050" "SP164" "SP80" "0.262610146355196" NA
"5051" "SP165" "SP80" "0.151120824854533" NA
"5052" "SP166" "SP80" "0.0451496864306872" NA
"5053" "SP167" "SP80" "0.201657425525958" NA
"5054" "SP168" "SP80" "0.111600737633231" "0.00138504155124654"
"5055" "SP169" "SP80" "0.196156271295235" NA
"5056" "SP170" "SP80" "0.102351388813117" "0"
"5057" "SP171" "SP80" "0.10918317546657" "0"
"5058" "SP172" "SP80" "0.0981216479332538" NA
"5059" "SP173" "SP80" "0.104561190310425" NA
"5060" "SP174" "SP80" "0.0451496864306872" NA
"5061" "SP175" "SP80" "0.0539770700660647" NA
"5062" "SP177" "SP80" "0.115368376783688" "0"
"5063" "SP180" "SP80" "0.494734070783883" "0.018005540166205"
"5064" "SP181" "SP80" "0.353220126061518" NA
"5065" "SP182" "SP80" "0.935451799175563" "0.0415512465373961"
"5066" "SP183" "SP80" "0.828812513199078" "0.00969529085872576"
"5067" "SP184" "SP80" "0.793353693952285" NA
"5068" "SP185" "SP80" "0.494932362268971" "0.0595567867036011"
"5069" "SP186" "SP80" "0.0558291972584086" "0"
"5070" "SP187" "SP80" "0.828812513199078" NA
"5071" "SP188" "SP80" "0.664577514503357" NA
"5072" "SP189" "SP80" "0.875779041682062" NA
"5073" "SP190" "SP80" "0.793353693952285" NA
"5074" "SP191" "SP80" "0.494932362268971" NA
"5075" "SP192" "SP80" "0.440044167460403" "0"
"5076" "SP193" "SP80" "0.341143961066977" NA
"5077" "SP194" "SP80" "0.37924926316665" "0.0290858725761773"
"5078" "SP195" "SP80" "0.993364873847476" NA
"5079" "SP196" "SP80" "0.759004860577128" "0.00692520775623269"
"5080" "SP197" "SP80" "0.979418751611258" "0"
"5081" "SP198" "SP80" "0.609240968876939" "0.0678670360110803"
"5082" "SP199" "SP80" "0.963537307240765" "0"
"5083" "SP200" "SP80" "0.872163214615236" "0.0318559556786704"
"5084" "SP201" "SP80" "0.694529805359078" "0.00415512465373961"
"5085" "SP202" "SP80" "0.900906194567188" "0"
"5086" "SP203" "SP80" "0.793353693952285" "0"
"5087" "SP204" "SP80" "0.928745884129605" "0"
"5088" "SP205" "SP80" "0.907984612660179" NA
"5089" "SP206" "SP80" "0.948420007591686" "0.00138504155124654"
"5090" "SP207" "SP80" "0.97698283270583" NA
"5091" "SP208" "SP80" "0.828812513199078" "0.00969529085872576"
"5092" "SP209" "SP80" "0.861302302970145" "0.03601108033241"
"5093" "SP210" "SP80" "0.779463110362451" "0.00692520775623269"
"5094" "SP211" "SP80" "0.504987630599452" "0.00554016620498615"
"5095" "SP212" "SP80" "0.375176058672394" "0.0304709141274238"
"5096" "SP213" "SP80" "0.196156271295235" "0"
"5097" "SP214" "SP80" "0.664577514503357" "0.018005540166205"
"5098" "SP215" "SP80" "0.726021104994981" NA
"5099" "SP216" "SP80" "0.515324653319124" NA
"5100" "SP217" "SP80" "0.475632487294368" "0"
"5101" "SP218" "SP80" "0.98175719664676" NA
"5102" "SP219" "SP80" "0.0303927440689884" NA
"5103" "SP220" "SP80" "0.196156271295235" NA
"5104" "SP224" "SP80" "0.87866884202055" "0"
"5105" "SP231" "SP80" "0.133911634727481" "0"
"5106" "SP232" "SP80" "0.219525121516654" "0"
"5107" "SP233" "SP80" "0.176139365981975" "0.00969529085872576"
"5108" "SP234" "SP80" "0.0393255228215856" "0"
"5109" "SP235" "SP80" "0.365908549499414" NA
"5110" "SP236" "SP80" "0.759004860577128" NA
"5111" "SP237" "SP80" "0.759004860577128" NA
"5112" "SP238" "SP80" "0.694529805359078" NA
"5113" "SP239" "SP80" "0.0284037147040329" NA
"5114" "SP241" "SP80" "0.0393255228215856" "0"
"5115" "SP244" "SP80" "0.759004860577128" NA
"5116" "SP251" "SP80" "0.029575360423931" NA
"5117" "SP261" "SP80" "0.759004860577128" "0"
"5118" "SP262" "SP80" "0.935451799175563" NA
"5119" "SP271" "SP80" "0.029575360423931" "0.0152354570637119"
"5120" "SP280" "SP80" "0.908688923638265" "0.00138504155124654"
"5121" "SP281" "SP80" "0.911499031177853" "0.0235457063711911"
"5122" "SP282" "SP80" "0.828812513199078" "0"
"5123" "SP283" "SP80" "0.900906194567188" "0.00554016620498615"
"5124" "SP284" "SP80" "0.98175719664676" "0"
"5125" "SP291" "SP80" "0.559669032855598" "0.0110803324099723"
"5126" "SP301" "SP80" "0.204489622946301" NA
"5127" "SP302" "SP80" "0.232699276031819" "0"
"5128" "SP304" "SP80" "0.0164156205113022" NA
"5129" "SP310" "SP80" "0.233939179910585" "0"
"5130" "SP311" "SP80" "0.247016731307086" "0.00692520775623269"
"5131" "SP312" "SP80" "0.365908549499414" "0"
"5132" "SP313" "SP80" "0.270931979929362" "0.0166204986149584"
"5133" "SP314" "SP80" "0.262610146355196" "0"
"5134" "SP315" "SP80" "0.475632487294368" NA
"5135" "SP316" "SP80" "0.124874451642333" "0.00692520775623269"
"5136" "SP317" "SP80" "0.0702685987806932" "0.00138504155124654"
"5137" "SP318" "SP80" "0.185769785957419" NA
"5138" "SP319" "SP80" "0.207378115658419" "0"
"5139" "SP320" "SP80" "0.374772132765197" "0"
"5140" "SP323" "SP80" "0.365908549499414" NA
"5141" "SP324" "SP80" "0.694529805359078" NA
"5142" "SP331" "SP80" "0.201657425525958" "0.0193905817174515"
"5143" "SP332" "SP80" "0.106837577638651" "0"
"5144" "SP333" "SP80" NA NA
"5145" "SP334" "SP80" "0.0587734393932105" "0.00415512465373961"
"5146" "SP335" "SP80" "0.921920534497633" NA
"5147" "SP336" "SP80" "0.636159878360312" NA
"5148" "SP337" "SP80" "0.945240700915828" NA
"5149" "SP338" "SP80" "0.960630222827726" "0.00277008310249307"
"5150" "SP339" "SP80" "0.921920534497633" NA
"5151" "SP340" "SP80" "0.995081456019045" NA
"5152" "SP341" "SP80" "0.960630222827726" "0.00277008310249307"
"5153" "SP342" "SP80" "0.609240968876939" "0.00277008310249307"
"5154" "SP343" "SP80" "0.960630222827726" NA
"5155" "SP344" "SP80" "0.828812513199078" NA
"5156" "SP345" "SP80" "0.942017517262286" NA
"5157" "SP346" "SP80" "0.828812513199078" NA
"5158" "SP347" "SP80" "0.0779322229622559" "0"
"5159" "SP350" "SP80" "0.457357736695358" NA
"5160" "SP361" "SP80" "0.759004860577128" "0"
"5161" "SP366" "SP80" "0.464548793136979" "0"
"5162" "SP367" "SP80" "0.810967072225715" NA
"5163" "SP371" "SP80" "0.0729305415685476" "0"
"5164" "SP380" "SP80" "0.462736396513938" "0"
"5165" "SP381" "SP80" "0.694529805359078" "0.00277008310249307"
"5166" "SP382" "SP80" "0.789863369008919" "0.0138504155124654"
"5167" "SP383" "SP80" "0.745638158326605" "0"
"5168" "SP384" "SP80" "0.494932362268971" NA
"5169" "SP387" "SP80" "0.154929519117228" NA
"5170" "SP391" "SP80" "0.151120824854533" NA
"5171" "SP396" "SP80" "0.154929519117228" NA
"5172" "SP461" "SP80" "0.0834174422118093" NA
"5173" "SP471" "SP80" "0.247016731307086" NA
"5174" "SP472" "SP80" "0.252321946073511" NA
"5175" "SP481" "SP80" "0.227964540597186" NA
"5176" "SP482" "SP80" "0.176139365981975" NA
"5177" "SP630" "SP80" "0.935451799175563" NA
"5178" "SP631" "SP80" "0.060854993708419" NA
"5179" "SP632" "SP80" "0.0321209213619444" NA
"5180" "SP633" "SP80" "0.0458673912599843" NA
"5181" "SP634" "SP80" "0.759004860577128" NA
"5182" "SP702" "SP80" "0.26672520577335" "0"
"5183" "SP900" "SP80" NA "0.0152354570637119"
"5184" "SP999" "SP80" NA "0.00692520775623269"
"5185" "SP0" "SP81" NA "0.0318559556786704"
"5186" "SP11" "SP81" "0.760963660639445" NA
"5187" "SP12" "SP81" "0.982239422330972" NA
"5188" "SP13" "SP81" "0.71357687595755" NA
"5189" "SP14" "SP81" "0.244958272781282" NA
"5190" "SP16" "SP81" "0.725124083069997" NA
"5191" "SP21" "SP81" "0.100796980857459" NA
"5192" "SP31" "SP81" "0.0700409629472317" "0.00277008310249307"
"5193" "SP41" "SP81" "0.118282762257539" "0.00277008310249307"
"5194" "SP42" "SP81" "0.181576953591017" NA
"5195" "SP44" "SP81" "0.216314800902138" NA
"5196" "SP51" "SP81" "0.276218761130156" "0.00138504155124654"
"5197" "SP61" "SP81" "0.702234627315769" "0.00138504155124654"
"5198" "SP62" "SP81" "0.413202266148028" NA
"5199" "SP63" "SP81" "0.539783312656901" "0.00138504155124654"
"5200" "SP65" "SP81" "0.702234627315769" NA
"5201" "SP66" "SP81" "0.60002924956248" NA
"5202" "SP71" "SP81" "0.413202266148028" NA
"5203" "SP72" "SP81" "0.306217035314637" NA
"5204" "SP73" "SP81" "0.279338793626754" NA
"5205" "SP74" "SP81" "0.372307254382675" NA
"5206" "SP75" "SP81" "0.181576953591017" "0"
"5207" "SP76" "SP81" "0.244958272781282" "0.00415512465373961"
"5208" "SP77" "SP81" "0.181576953591017" NA
"5209" "SP78" "SP81" "0.199803665946471" NA
"5210" "SP79" "SP81" "0.282509479467122" NA
"5211" "SP80" "SP81" "0.362989472772117" "0.0484764542936288"
"5212" "SP81" "SP81" "0.181576953591017" "0.421052631578947"
"5213" "SP82" "SP81" "0.250252462561353" "0.00277008310249307"
"5214" "SP83" "SP81" NA NA
"5215" "SP90" "SP81" "0.636208253730711" "0.00277008310249307"
"5216" "SP91" "SP81" "0.306217035314637" "0.254847645429363"
"5217" "SP92" "SP81" "0.642525877871735" NA
"5218" "SP93" "SP81" "0.539783312656901" "0.272853185595568"
"5219" "SP94" "SP81" "0.736873752274185" NA
"5220" "SP95" "SP81" "0.870197231741183" NA
"5221" "SP96" "SP81" "0.760963660639445" NA
"5222" "SP97" "SP81" "0.71357687595755" NA
"5223" "SP98" "SP81" NA NA
"5224" "SP99" "SP81" "0.748822070158216" NA
"5225" "SP100" "SP81" "0.702234627315769" NA
"5226" "SP101" "SP81" "0.850423480644765" NA
"5227" "SP102" "SP81" "0.52409044524371" "0.0166204986149584"
"5228" "SP106" "SP81" "0.636208253730711" "0"
"5229" "SP111" "SP81" "0.413202266148028" NA
"5230" "SP121" "SP81" "0.753655873538296" "0.0637119113573407"
"5231" "SP131" "SP81" "0.205778170076623" "0.271468144044321"
"5232" "SP132" "SP81" "0.135713076760627" "0.0221606648199446"
"5233" "SP133" "SP81" "0.729799836899295" NA
"5234" "SP135" "SP81" "0.309834339380939" NA
"5235" "SP141" "SP81" "0.999139847227048" "0.00692520775623269"
"5236" "SP151" "SP81" "0.581929799667022" NA
"5237" "SP152" "SP81" "0.628593938490472" "0.00138504155124654"
"5238" "SP160" "SP81" "0.413202266148028" "0.00277008310249307"
"5239" "SP161" "SP81" "0.473893014389497" "0"
"5240" "SP162" "SP81" "0.487524467295333" "0.0692520775623269"
"5241" "SP163" "SP81" "0.480640971282228" "0.409972299168975"
"5242" "SP164" "SP81" "0.691098724565016" NA
"5243" "SP165" "SP81" "0.509020875374306" NA
"5244" "SP166" "SP81" "0.237312152487147" NA
"5245" "SP167" "SP81" "0.60002924956248" NA
"5246" "SP168" "SP81" "0.424421592552963" "0.00692520775623269"
"5247" "SP169" "SP81" "0.590887369804547" NA
"5248" "SP170" "SP81" "0.402400037458638" "0"
"5249" "SP171" "SP81" "0.418758543257061" "0.03601108033241"
"5250" "SP172" "SP81" "0.391995552369184" NA
"5251" "SP173" "SP81" "0.407750247607139" NA
"5252" "SP174" "SP81" "0.237312152487147" NA
"5253" "SP175" "SP81" "0.26715218003345" NA
"5254" "SP177" "SP81" "0.433122021648931" "0.00277008310249307"
"5255" "SP180" "SP81" "0.915653608480843" "0.0249307479224377"
"5256" "SP181" "SP81" "0.798464377015926" NA
"5257" "SP182" "SP81" "0.928708362119198" "0.0249307479224377"
"5258" "SP183" "SP81" "0.989949680993151" "0.00277008310249307"
"5259" "SP184" "SP81" "0.997124906282024" NA
"5260" "SP185" "SP81" "0.915780790297932" "0.0997229916897507"
"5261" "SP186" "SP81" "0.27314832838703" "0"
"5262" "SP187" "SP81" "0.989949680993151" NA
"5263" "SP188" "SP81" "0.989805489988129" NA
"5264" "SP189" "SP81" "0.972099480214702" NA
"5265" "SP190" "SP81" "0.997124906282024" NA
"5266" "SP191" "SP81" "0.915780790297932" NA
"5267" "SP192" "SP81" "0.876785727645982" "0"
"5268" "SP193" "SP81" "0.785795544499765" NA
"5269" "SP194" "SP81" "0.824231598822722" "0.0761772853185596"
"5270" "SP195" "SP81" "0.820280556766776" NA
"5271" "SP196" "SP81" "0.999888401492877" "0.101108033240997"
"5272" "SP197" "SP81" "0.863067522148157" "0.00138504155124654"
"5273" "SP198" "SP81" "0.973257805832863" "0.135734072022161"
"5274" "SP199" "SP81" "0.893116315233398" "0.0277008310249307"
"5275" "SP200" "SP81" "0.973877422095112" "0.0886426592797784"
"5276" "SP201" "SP81" "0.995590196382982" "0.167590027700831"
"5277" "SP202" "SP81" "0.9574417023357" "0"
"5278" "SP203" "SP81" "0.997124906282024" "0.00138504155124654"
"5279" "SP204" "SP81" "0.935282807800902" "0.00138504155124654"
"5280" "SP205" "SP81" "0.952482790578678" NA
"5281" "SP206" "SP81" "0.914165405733778" "0.03601108033241"
"5282" "SP207" "SP81" "0.868470886718274" NA
"5283" "SP208" "SP81" "0.989949680993151" "0.0941828254847645"
"5284" "SP209" "SP81" "0.978777484454326" "0.0346260387811634"
"5285" "SP210" "SP81" "0.99870449491411" "0.00692520775623269"
"5286" "SP211" "SP81" "0.922102817680542" "0.0138504155124654"
"5287" "SP212" "SP81" "0.820334486622627" "0.0346260387811634"
"5288" "SP213" "SP81" "0.590887369804547" "0.0110803324099723"
"5289" "SP214" "SP81" "0.989805489988129" "0.0498614958448753"
"5290" "SP215" "SP81" "0.999139847227048" NA
"5291" "SP216" "SP81" "0.928343201653509" NA
"5292" "SP217" "SP81" "0.902942688315165" "0"
"5293" "SP218" "SP81" "0.8574961918877" NA
"5294" "SP219" "SP81" "0.181576953591017" NA
"5295" "SP220" "SP81" "0.590887369804547" NA
"5296" "SP224" "SP81" "0.970623053015128" "0.00138504155124654"
"5297" "SP231" "SP81" "0.473893014389497" "0"
"5298" "SP232" "SP81" "0.628593938490472" "0.00692520775623269"
"5299" "SP233" "SP81" "0.556127933189176" "0.0637119113573407"
"5300" "SP234" "SP81" "0.216314800902138" "0.00277008310249307"
"5301" "SP235" "SP81" "0.811282663570269" NA
"5302" "SP236" "SP81" "0.999888401492877" NA
"5303" "SP237" "SP81" "0.999888401492877" NA
"5304" "SP238" "SP81" "0.995590196382982" NA
"5305" "SP239" "SP81" "0.173339216358745" NA
"5306" "SP241" "SP81" "0.216314800902138" "0.00138504155124654"
"5307" "SP244" "SP81" "0.999888401492877" NA
"5308" "SP251" "SP81" "0.178216637159178" NA
"5309" "SP261" "SP81" "0.999888401492877" "0.00138504155124654"
"5310" "SP262" "SP81" "0.928708362119198" NA
"5311" "SP271" "SP81" "0.178216637159178" "0.246537396121884"
"5312" "SP280" "SP81" "0.951966610404907" "0.00277008310249307"
"5313" "SP281" "SP81" "0.9498640857539" "0.0277008310249307"
"5314" "SP282" "SP81" "0.989949680993151" "0.00138504155124654"
"5315" "SP283" "SP81" "0.9574417023357" "0.0526315789473684"
"5316" "SP284" "SP81" "0.8574961918877" "0.00138504155124654"
"5317" "SP291" "SP81" "0.952178841184539" "0.14404432132964"
"5318" "SP301" "SP81" "0.604670366992014" NA
