"" "" "pL" "pCooc"
"15124" "SP323" "SP188" "0.000398351141749502" NA
"15125" "SP324" "SP188" "0.00359593793707461" NA
"15126" "SP331" "SP188" "7.67596837860852e-05" NA
"15127" "SP332" "SP188" "1.59481971708551e-05" NA
"15128" "SP333" "SP188" NA NA
"15129" "SP334" "SP188" "4.03937518573263e-06" NA
"15130" "SP335" "SP188" "0.0160704843490767" NA
"15131" "SP336" "SP188" "0.00252512740713904" NA
"15132" "SP337" "SP188" "0.0197217404592157" NA
"15133" "SP338" "SP188" "0.0230149350896439" NA
"15134" "SP339" "SP188" "0.0160704843490767" NA
"15135" "SP340" "SP188" "0.0649838971499284" NA
"15136" "SP341" "SP188" "0.0230149350896439" NA
"15137" "SP342" "SP188" "0.00214099538956924" NA
"15138" "SP343" "SP188" "0.0230149350896439" NA
"15139" "SP344" "SP188" "0.00824341100894374" NA
"15140" "SP345" "SP188" "0.0191382429133714" NA
"15141" "SP346" "SP188" "0.00824341100894374" NA
"15142" "SP347" "SP188" "7.64659521343418e-06" NA
"15143" "SP350" "SP188" "0.000793991037929424" NA
"15144" "SP361" "SP188" "0.00531636292143139" NA
"15145" "SP366" "SP188" "0.000835063748652589" NA
"15146" "SP367" "SP188" "0.00734906071454064" NA
"15147" "SP371" "SP188" "6.57131635842904e-06" NA
"15148" "SP380" "SP188" "0.000824551378273425" NA
"15149" "SP381" "SP188" "0.00359593793707461" NA
"15150" "SP382" "SP188" "0.00643346541274849" NA
"15151" "SP383" "SP188" "0.0048996457355099" NA
"15152" "SP384" "SP188" "0.00102851970471703" NA
"15153" "SP387" "SP188" "3.93019933187931e-05" NA
"15154" "SP391" "SP188" "3.69460003193947e-05" NA
"15155" "SP396" "SP188" "3.93019933187931e-05" NA
"15156" "SP461" "SP188" "8.94140074553409e-06" NA
"15157" "SP471" "SP188" "0.000131258357565856" NA
"15158" "SP472" "SP188" "0.000139018448484404" NA
"15159" "SP481" "SP188" "0.000105893113678402" NA
"15160" "SP482" "SP188" "5.42494337855567e-05" NA
"15161" "SP630" "SP188" "0.0180370531882259" NA
"15162" "SP631" "SP188" "4.36635534698985e-06" NA
"15163" "SP632" "SP188" "1.08201467719961e-06" NA
"15164" "SP633" "SP188" "2.33523882977052e-06" NA
"15165" "SP634" "SP188" "0.00531636292143139" NA
"15166" "SP702" "SP188" "0.000161724153578004" NA
"15167" "SP900" "SP188" NA NA
"15168" "SP999" "SP188" NA NA
"15169" "SP0" "SP189" NA NA
"15170" "SP11" "SP189" "6.68478659098493e-06" NA
"15171" "SP12" "SP189" "0.00010941067194024" NA
"15172" "SP13" "SP189" "4.25805571036132e-06" NA
"15173" "SP14" "SP189" "2.39691343929428e-08" NA
"15174" "SP16" "SP189" "4.74855146394641e-06" NA
"15175" "SP21" "SP189" "9.83607783508294e-10" NA
"15176" "SP31" "SP189" "2.99960019985538e-10" NA
"15177" "SP41" "SP189" "1.68847230513089e-09" NA
"15178" "SP42" "SP189" "7.69713281231623e-09" NA
"15179" "SP44" "SP189" "1.48195314716204e-08" NA
"15180" "SP51" "SP189" "3.86756017996196e-08" NA
"15181" "SP61" "SP189" "3.82700153216987e-06" NA
"15182" "SP62" "SP189" "2.19382791061275e-07" NA
"15183" "SP63" "SP189" "8.19498406026045e-07" NA
"15184" "SP65" "SP189" "3.82700153216987e-06" NA
"15185" "SP66" "SP189" "1.46455751678838e-06" NA
"15186" "SP71" "SP189" "2.19382791061275e-07" NA
"15187" "SP72" "SP189" "5.90530177398315e-08" NA
"15188" "SP73" "SP189" "4.04767020158189e-08" NA
"15189" "SP74" "SP189" "1.36790691549479e-07" NA
"15190" "SP75" "SP189" "7.69713281231623e-09" NA
"15191" "SP76" "SP189" "2.39691343929428e-08" NA
"15192" "SP77" "SP189" "7.69713281231623e-09" NA
"15193" "SP78" "SP189" "1.09776644673986e-08" NA
"15194" "SP79" "SP189" "4.23770076464559e-08" NA
"15195" "SP80" "SP189" "1.22284956627542e-07" NA
"15196" "SP81" "SP189" "7.69713281231623e-09" NA
"15197" "SP82" "SP189" "2.607250803297e-08" NA
"15198" "SP83" "SP189" NA NA
"15199" "SP90" "SP189" "2.06073385863574e-06" NA
"15200" "SP91" "SP189" "5.90530177398315e-08" NA
"15201" "SP92" "SP189" "2.18667897135314e-06" NA
"15202" "SP93" "SP189" "8.19498406026045e-07" NA
"15203" "SP94" "SP189" "5.30830245168014e-06" NA
"15204" "SP95" "SP189" "2.05096856132815e-05" NA
"15205" "SP96" "SP189" "6.68478659098493e-06" NA
"15206" "SP97" "SP189" "4.25805571036132e-06" NA
"15207" "SP98" "SP189" NA NA
"15208" "SP99" "SP189" "5.94902873580971e-06" NA
"15209" "SP100" "SP189" "3.82700153216987e-06" NA
"15210" "SP101" "SP189" "1.65009921015864e-05" NA
"15211" "SP102" "SP189" "7.01930575444841e-07" NA
"15212" "SP106" "SP189" "2.06073385863574e-06" NA
"15213" "SP111" "SP189" "2.19382791061275e-07" NA
"15214" "SP121" "SP189" "6.23105087086019e-06" NA
"15215" "SP131" "SP189" "1.2263449290805e-08" NA
"15216" "SP132" "SP189" "2.71440711446204e-09" NA
"15217" "SP133" "SP189" "4.96353178017594e-06" NA
"15218" "SP135" "SP189" "6.20194359014552e-08" NA
"15219" "SP141" "SP189" "0.000217677966388332" NA
"15220" "SP151" "SP189" "1.23250089052656e-06" NA
"15221" "SP152" "SP189" "1.91835364311907e-06" NA
"15222" "SP160" "SP189" "2.19382791061275e-07" NA
"15223" "SP161" "SP189" "4.21786466741299e-07" NA
"15224" "SP162" "SP189" "4.85503519796178e-07" NA
"15225" "SP163" "SP189" "4.52318424303333e-07" NA
"15226" "SP164" "SP189" "3.44713834165877e-06" NA
"15227" "SP165" "SP189" "6.03852920490911e-07" NA
"15228" "SP166" "SP189" "2.11750030070353e-08" NA
"15229" "SP167" "SP189" "1.46455751678838e-06" NA
"15230" "SP168" "SP189" "2.48508149642532e-07" NA
"15231" "SP169" "SP189" "1.34257730604593e-06" NA
"15232" "SP170" "SP189" "1.9420409372769e-07" NA
"15233" "SP171" "SP189" "2.33409620270152e-07" NA
"15234" "SP172" "SP189" "1.72366536470207e-07" NA
"15235" "SP173" "SP189" "2.06340639500956e-07" NA
"15236" "SP174" "SP189" "2.11750030070353e-08" NA
"15237" "SP175" "SP189" "3.38103582098984e-08" NA
"15238" "SP177" "SP189" "2.73377795637542e-07" NA
"15239" "SP180" "SP189" "3.54726011682401e-05" NA
"15240" "SP181" "SP189" "9.65026876256512e-06" NA
"15241" "SP182" "SP189" "0.0013595087475164" NA
"15242" "SP183" "SP189" "0.000492707729095897" NA
"15243" "SP184" "SP189" "0.000368697522661671" NA
"15244" "SP185" "SP189" "3.55316908233619e-05" NA
"15245" "SP186" "SP189" "3.69677943459248e-08" NA
"15246" "SP187" "SP189" "0.000492707729095897" NA
"15247" "SP188" "SP189" "0.000136019951786808" NA
"15248" "SP189" "SP189" "0.000742061509094696" NA
"15249" "SP190" "SP189" "0.000368697522661671" NA
"15250" "SP191" "SP189" "3.55316908233619e-05" NA
"15251" "SP192" "SP189" "2.21011445507213e-05" NA
"15252" "SP193" "SP189" "8.51269337721132e-06" NA
"15253" "SP194" "SP189" "1.25265295040067e-05" NA
"15254" "SP195" "SP189" "0.0035199007424289" NA
"15255" "SP196" "SP189" "0.000281033744688772" NA
"15256" "SP197" "SP189" "0.00253406854085908" NA
"15257" "SP198" "SP189" "8.88947939390511e-05" NA
"15258" "SP199" "SP189" "0.00195191195739503" NA
"15259" "SP200" "SP189" "0.000717993059204095" NA
"15260" "SP201" "SP189" "0.00017099926595093" NA
"15261" "SP202" "SP189" "0.000941938981654391" NA
"15262" "SP203" "SP189" "0.000368697522661671" NA
"15263" "SP204" "SP189" "0.00125988314806769" NA
"15264" "SP205" "SP189" "0.00101102308445349" NA
"15265" "SP206" "SP189" "0.00159013491021621" NA
"15266" "SP207" "SP189" "0.00242320294523713" NA
"15267" "SP208" "SP189" "0.000492707729095897" NA
"15268" "SP209" "SP189" "0.000651377340339219" NA
"15269" "SP210" "SP189" "0.000330071404850295" NA
"15270" "SP211" "SP189" "3.86445133891219e-05" NA
"15271" "SP212" "SP189" "1.20350603680352e-05" NA
"15272" "SP213" "SP189" "1.34257730604593e-06" NA
"15273" "SP214" "SP189" "0.000136019951786808" NA
"15274" "SP215" "SP189" "0.000217677966388332" NA
"15275" "SP216" "SP189" "4.20943956923915e-05" NA
"15276" "SP217" "SP189" "3.01693111566185e-05" NA
"15277" "SP218" "SP189" "0.00265139258479313" NA
"15278" "SP219" "SP189" "7.69713281231623e-09" NA
"15279" "SP220" "SP189" "1.34257730604593e-06" NA
"15280" "SP224" "SP189" "0.000762041242346179" NA
"15281" "SP231" "SP189" "4.21786466741299e-07" NA
"15282" "SP232" "SP189" "1.91835364311907e-06" NA
"15283" "SP233" "SP189" "9.61202577656301e-07" NA
"15284" "SP234" "SP189" "1.48195314716204e-08" NA
"15285" "SP235" "SP189" "1.09757200434519e-05" NA
"15286" "SP236" "SP189" "0.000281033744688772" NA
"15287" "SP237" "SP189" "0.000281033744688772" NA
"15288" "SP238" "SP189" "0.00017099926595093" NA
"15289" "SP239" "SP189" "6.49432219809335e-09" NA
"15290" "SP241" "SP189" "1.48195314716204e-08" NA
"15291" "SP244" "SP189" "0.000281033744688772" NA
"15292" "SP251" "SP189" "7.18720690656431e-09" NA
"15293" "SP261" "SP189" "0.000281033744688772" NA
"15294" "SP262" "SP189" "0.0013595087475164" NA
"15295" "SP271" "SP189" "7.18720690656431e-09" NA
"15296" "SP280" "SP189" "0.00101827361527151" NA
"15297" "SP281" "SP189" "0.00104793178387054" NA
"15298" "SP282" "SP189" "0.000492707729095897" NA
"15299" "SP283" "SP189" "0.000941938981654391" NA
"15300" "SP284" "SP189" "0.00265139258479313" NA
"15301" "SP291" "SP189" "6.02532530254198e-05" NA
"15302" "SP301" "SP189" "1.53047978224219e-06" NA
"15303" "SP302" "SP189" "2.31525551320827e-06" NA
"15304" "SP304" "SP189" "1.68847230513089e-09" NA
"15305" "SP310" "SP189" "2.35557479758552e-06" NA
"15306" "SP311" "SP189" "2.81419696208342e-06" NA
"15307" "SP312" "SP189" "1.09757200434519e-05" NA
"15308" "SP313" "SP189" "3.82700153216987e-06" NA
"15309" "SP314" "SP189" "3.44713834165877e-06" NA
"15310" "SP315" "SP189" "3.01693111566185e-05" NA
"15311" "SP316" "SP189" "3.4380358825268e-07" NA
"15312" "SP317" "SP189" "6.8494453902894e-08" NA
"15313" "SP318" "SP189" "1.13299775855611e-06" NA
"15314" "SP319" "SP189" "1.59996699481624e-06" NA
"15315" "SP320" "SP189" "1.19872018116949e-05" NA
"15316" "SP323" "SP189" "1.09757200434519e-05" NA
"15317" "SP324" "SP189" "0.00017099926595093" NA
"15318" "SP331" "SP189" "1.46455751678838e-06" NA
"15319" "SP332" "SP189" "2.19382791061275e-07" NA
"15320" "SP333" "SP189" NA NA
"15321" "SP334" "SP189" "4.23770076464559e-08" NA
"15322" "SP335" "SP189" "0.00116920960862823" NA
"15323" "SP336" "SP189" "0.00010941067194024" NA
"15324" "SP337" "SP189" "0.00152815909080922" NA
"15325" "SP338" "SP189" "0.00187189363857394" NA
"15326" "SP339" "SP189" "0.00116920960862823" NA
"15327" "SP340" "SP189" "0.00751248632623452" NA
"15328" "SP341" "SP189" "0.00187189363857394" NA
"15329" "SP342" "SP189" "8.88947939390511e-05" NA
"15330" "SP343" "SP189" "0.00187189363857394" NA
"15331" "SP344" "SP189" "0.000492707729095897" NA
"15332" "SP345" "SP189" "0.00146917618703699" NA
"15333" "SP346" "SP189" "0.000492707729095897" NA
"15334" "SP347" "SP189" "9.08430003903938e-08" NA
"15335" "SP350" "SP189" "2.57565061112537e-05" NA
"15336" "SP361" "SP189" "0.000281033744688772" NA
"15337" "SP366" "SP189" "2.74210896186366e-05" NA
"15338" "SP367" "SP189" "0.000425162147513187" NA
"15339" "SP371" "SP189" "7.57788598607333e-08" NA
"15340" "SP380" "SP189" "2.69930301947857e-05" NA
"15341" "SP381" "SP189" "0.00017099926595093" NA
"15342" "SP382" "SP189" "0.000358540041441045" NA
"15343" "SP383" "SP189" "0.000253277031232004" NA
"15344" "SP384" "SP189" "3.55316908233619e-05" NA
"15345" "SP387" "SP189" "6.50703986017603e-07" NA
"15346" "SP391" "SP189" "6.03852920490911e-07" NA
"15347" "SP396" "SP189" "6.50703986017603e-07" NA
"15348" "SP461" "SP189" "1.09557631058555e-07" NA
"15349" "SP471" "SP189" "2.81419696208342e-06" NA
"15350" "SP472" "SP189" "3.01853035197238e-06" NA
"15351" "SP481" "SP189" "2.16608698095763e-06" NA
"15352" "SP482" "SP189" "9.61202577656301e-07" NA
"15353" "SP630" "SP189" "0.0013595087475164" NA
"15354" "SP631" "SP189" "4.65010617990296e-08" NA
"15355" "SP632" "SP189" "8.84926469919109e-09" NA
"15356" "SP633" "SP189" "2.20617582712435e-08" NA
"15357" "SP634" "SP189" "0.000281033744688772" NA
"15358" "SP702" "SP189" "3.63113360017449e-06" NA
"15359" "SP900" "SP189" NA NA
"15360" "SP999" "SP189" NA NA
"15361" "SP0" "SP190" NA NA
"15362" "SP11" "SP190" "3.54337275239824e-05" NA
"15363" "SP12" "SP190" "0.000457575602610957" NA
"15364" "SP13" "SP190" "2.33992461903199e-05" NA
"15365" "SP14" "SP190" "1.9318101112231e-07" NA
"15366" "SP16" "SP190" "2.58694218299827e-05" NA
"15367" "SP21" "SP190" "9.82431731064432e-09" NA
"15368" "SP31" "SP190" "3.23451821455862e-09" NA
"15369" "SP41" "SP190" "1.62782018191368e-08" NA
"15370" "SP42" "SP190" "6.70589684339227e-08" NA
"15371" "SP44" "SP190" "1.23468998697653e-07" NA
"15372" "SP51" "SP190" "3.01481310823778e-07" NA
"15373" "SP61" "SP190" "2.12090992714915e-05" NA
"15374" "SP62" "SP190" "1.51048723619194e-06" NA
"15375" "SP63" "SP190" "5.11622423083055e-06" NA
"15376" "SP65" "SP190" "2.12090992714915e-05" NA
"15377" "SP66" "SP190" "8.74761840149151e-06" NA
"15378" "SP71" "SP190" "1.51048723619194e-06" NA
"15379" "SP72" "SP190" "4.46807096317253e-07" NA
"15380" "SP73" "SP190" "3.14515506172377e-07" NA
"15381" "SP74" "SP190" "9.74683808251821e-07" NA
"15382" "SP75" "SP190" "6.70589684339227e-08" NA
"15383" "SP76" "SP190" "1.9318101112231e-07" NA
"15384" "SP77" "SP190" "6.70589684339227e-08" NA
"15385" "SP78" "SP190" "9.33586050382738e-08" NA
"15386" "SP79" "SP190" "3.28222549917815e-07" NA
"15387" "SP80" "SP190" "8.78393945844982e-07" NA
"15388" "SP81" "SP190" "6.70589684339227e-08" NA
"15389" "SP82" "SP190" "2.08909676347624e-07" NA
"15390" "SP83" "SP190" NA NA
"15391" "SP90" "SP190" "1.1988105490357e-05" NA
"15392" "SP91" "SP190" "4.46807096317253e-07" NA
"15393" "SP92" "SP190" "1.26622856746006e-05" NA
"15394" "SP93" "SP190" "5.11622423083055e-06" NA
"15395" "SP94" "SP190" "2.86628637573861e-05" NA
"15396" "SP95" "SP190" "9.91538137368945e-05" NA
"15397" "SP96" "SP190" "3.54337275239824e-05" NA
"15398" "SP97" "SP190" "2.33992461903199e-05" NA
"15399" "SP98" "SP190" NA NA
"15400" "SP99" "SP190" "3.18307181095551e-05" NA
"15401" "SP100" "SP190" "2.12090992714915e-05" NA
"15402" "SP101" "SP190" "8.12344602345368e-05" NA
"15403" "SP102" "SP190" "4.4337257954456e-06" NA
"15404" "SP106" "SP190" "1.1988105490357e-05" NA
"15405" "SP111" "SP190" "1.51048723619194e-06" NA
"15406" "SP121" "SP190" "3.32159341191998e-05" NA
"15407" "SP131" "SP190" "1.03507247787813e-07" NA
"15408" "SP132" "SP190" "2.53605753671053e-08" NA
"15409" "SP133" "SP190" "2.69453360657268e-05" NA
"15410" "SP135" "SP190" "4.67625950311815e-07" NA
"15411" "SP141" "SP190" "0.000855095794439429" NA
"15412" "SP151" "SP190" "7.45956781480165e-06" NA
"15413" "SP152" "SP190" "1.12219488565096e-05" NA
"15414" "SP160" "SP190" "1.51048723619194e-06" NA
"15415" "SP161" "SP190" "2.76760545440098e-06" NA
"15416" "SP162" "SP190" "3.15252546111609e-06" NA
"15417" "SP163" "SP190" "2.95256871437598e-06" NA
"15418" "SP164" "SP190" "1.92622903526348e-05" NA
"15419" "SP165" "SP190" "3.85758844397283e-06" NA
"15420" "SP166" "SP190" "1.72133183349655e-07" NA
"15421" "SP167" "SP190" "8.74761840149151e-06" NA
"15422" "SP168" "SP190" "1.6954920657836e-06" NA
"15423" "SP169" "SP190" "8.07274715824996e-06" NA
"15424" "SP170" "SP190" "1.34906545269133e-06" NA
"15425" "SP171" "SP190" "1.59980221837968e-06" NA
"15426" "SP172" "SP190" "1.20779556541095e-06" NA
"15427" "SP173" "SP190" "1.42705736418724e-06" NA
"15428" "SP174" "SP190" "1.72133183349655e-07" NA
"15429" "SP175" "SP190" "2.66047852821617e-07" NA
"15430" "SP177" "SP190" "1.85216858084919e-06" NA
"15431" "SP180" "SP190" "0.00016372189529211" NA
"15432" "SP181" "SP190" "4.96531063656218e-05" NA
"15433" "SP182" "SP190" "0.00446982445633554" NA
"15434" "SP183" "SP190" "0.00179175389765816" NA
"15435" "SP184" "SP190" "0.00137852499806535" NA
"15436" "SP185" "SP190" "0.000163971277525478" NA
"15437" "SP186" "SP190" "2.89081972007902e-07" NA
"15438" "SP187" "SP190" "0.00179175389765816" NA
"15439" "SP188" "SP190" "0.000557815244109695" NA
"15440" "SP189" "SP190" "0.00259283124840011" NA
"15441" "SP190" "SP190" "0.00137852499806535" NA
"15442" "SP191" "SP190" "0.000163971277525478" NA
"15443" "SP192" "SP190" "0.00010618003239815" NA
"15444" "SP193" "SP190" "4.42493161686416e-05" NA
"15445" "SP194" "SP190" "6.30895565568212e-05" NA
"15446" "SP195" "SP190" "0.0104657924976935" NA
"15447" "SP196" "SP190" "0.0010780233666975" NA
"15448" "SP197" "SP190" "0.00780673845052661" NA
"15449" "SP198" "SP190" "0.000378726629672533" NA
"15450" "SP199" "SP190" "0.00618157569642894" NA
"15451" "SP200" "SP190" "0.00251690447352264" NA
"15452" "SP201" "SP190" "0.000686812507940053" NA
"15453" "SP202" "SP190" "0.00321411479187613" NA
"15454" "SP203" "SP190" "0.00137852499806535" NA
"15455" "SP204" "SP190" "0.00417459411109206" NA
"15456" "SP205" "SP190" "0.00342544036065948" NA
"15457" "SP206" "SP190" "0.00514447241382878" NA
"15458" "SP207" "SP190" "0.00750085920870229" NA
"15459" "SP208" "SP190" "0.00179175389765816" NA
"15460" "SP209" "SP190" "0.00230533422280854" NA
"15461" "SP210" "SP190" "0.00124711283272402" NA
"15462" "SP211" "SP190" "0.000177057853534245" NA
"15463" "SP212" "SP190" "6.08141096245036e-05" NA
"15464" "SP213" "SP190" "8.07274715824996e-06" NA
"15465" "SP214" "SP190" "0.000557815244109695" NA
"15466" "SP215" "SP190" "0.000855095794439429" NA
"15467" "SP216" "SP190" "0.000191451819085789" NA
"15468" "SP217" "SP190" "0.000141180559383387" NA
"15469" "SP218" "SP190" "0.00812876415482042" NA
"15470" "SP219" "SP190" "6.70589684339227e-08" NA
"15471" "SP220" "SP190" "8.07274715824996e-06" NA
"15472" "SP224" "SP190" "0.00265566319948734" NA
"15473" "SP231" "SP190" "2.76760545440098e-06" NA
"15474" "SP232" "SP190" "1.12219488565096e-05" NA
"15475" "SP233" "SP190" "5.92882422433834e-06" NA
"15476" "SP234" "SP190" "1.23468998697653e-07" NA
"15477" "SP235" "SP190" "5.58820057290046e-05" NA
"15478" "SP236" "SP190" "0.0010780233666975" NA
"15479" "SP237" "SP190" "0.0010780233666975" NA
"15480" "SP238" "SP190" "0.000686812507940053" NA
"15481" "SP239" "SP190" "5.7233850415263e-08" NA
"15482" "SP241" "SP190" "1.23468998697653e-07" NA
"15483" "SP244" "SP190" "0.0010780233666975" NA
"15484" "SP251" "SP190" "6.29076600131758e-08" NA
"15485" "SP261" "SP190" "0.0010780233666975" NA
"15486" "SP262" "SP190" "0.00446982445633554" NA
"15487" "SP271" "SP190" "6.29076600131758e-08" NA
"15488" "SP280" "SP190" "0.00344752802641067" NA
"15489" "SP281" "SP190" "0.00353770291310101" NA
"15490" "SP282" "SP190" "0.00179175389765816" NA
"15491" "SP283" "SP190" "0.00321411479187613" NA
"15492" "SP284" "SP190" "0.00812876415482042" NA
"15493" "SP291" "SP190" "0.000265648368483344" NA
"15494" "SP301" "SP190" "9.11046718708509e-06" NA
"15495" "SP302" "SP190" "1.33473428191058e-05" NA
"15496" "SP304" "SP190" "1.62782018191368e-08" NA
"15497" "SP310" "SP190" "1.35615268916038e-05" NA
"15498" "SP311" "SP190" "1.59782382586455e-05" NA
"15499" "SP312" "SP190" "5.58820057290046e-05" NA
"15500" "SP313" "SP190" "2.12090992714915e-05" NA
"15501" "SP314" "SP190" "1.92622903526348e-05" NA
"15502" "SP315" "SP190" "0.000141180559383387" NA
"15503" "SP316" "SP190" "2.29032335162201e-06" NA
"15504" "SP317" "SP190" "5.12822741242945e-07" NA
"15505" "SP318" "SP190" "6.90156538002144e-06" NA
"15506" "SP319" "SP190" "9.49159816654263e-06" NA
"15507" "SP320" "SP190" "6.05921109635905e-05" NA
"15508" "SP323" "SP190" "5.58820057290046e-05" NA
"15509" "SP324" "SP190" "0.000686812507940053" NA
"15510" "SP331" "SP190" "8.74761840149151e-06" NA
"15511" "SP332" "SP190" "1.51048723619194e-06" NA
"15512" "SP333" "SP190" NA NA
"15513" "SP334" "SP190" "3.28222549917815e-07" NA
"15514" "SP335" "SP190" "0.00390367501337597" NA
"15515" "SP336" "SP190" "0.000457575602610957" NA
"15516" "SP337" "SP190" "0.0049643051876321" NA
"15517" "SP338" "SP190" "0.00595419236929959" NA
"15518" "SP339" "SP190" "0.00390367501337597" NA
"15519" "SP340" "SP190" "0.0205092808351686" NA
"15520" "SP341" "SP190" "0.00595419236929959" NA
"15521" "SP342" "SP190" "0.000378726629672533" NA
"15522" "SP343" "SP190" "0.00595419236929959" NA
"15523" "SP344" "SP190" "0.00179175389765816" NA
"15524" "SP345" "SP190" "0.0047920870090436" NA
"15525" "SP346" "SP190" "0.00179175389765816" NA
"15526" "SP347" "SP190" "6.66601946306492e-07" NA
"15527" "SP350" "SP190" "0.000122156260891742" NA
"15528" "SP361" "SP190" "0.0010780233666975" NA
"15529" "SP366" "SP190" "0.000129363915657938" NA
"15530" "SP367" "SP190" "0.00156818528621395" NA
"15531" "SP371" "SP190" "5.63299739835654e-07" NA
"15532" "SP380" "SP190" "0.000127514193150434" NA
"15533" "SP381" "SP190" "0.000686812507940053" NA
"15534" "SP382" "SP190" "0.00134410743159981" NA
"15535" "SP383" "SP190" "0.000981039615360327" NA
"15536" "SP384" "SP190" "0.000163971277525478" NA
"15537" "SP387" "SP190" "4.13364225382619e-06" NA
"15538" "SP391" "SP190" "3.85758844397283e-06" NA
"15539" "SP396" "SP190" "4.13364225382619e-06" NA
"15540" "SP461" "SP190" "7.93213647088227e-07" NA
"15541" "SP471" "SP190" "1.59782382586455e-05" NA
"15542" "SP472" "SP190" "1.70444156422472e-05" NA
"15543" "SP481" "SP190" "1.25522752277503e-05" NA
"15544" "SP482" "SP190" "5.92882422433834e-06" NA
"15545" "SP630" "SP190" "0.00446982445633554" NA
"15546" "SP631" "SP190" "3.57820421136572e-07" NA
"15547" "SP632" "SP190" "7.63703993126407e-08" NA
"15548" "SP633" "SP190" "1.78833170400518e-07" NA
"15549" "SP634" "SP190" "0.0010780233666975" NA
"15550" "SP702" "SP190" "2.02073466953258e-05" NA
"15551" "SP900" "SP190" NA NA
"15552" "SP999" "SP190" NA NA
"15553" "SP0" "SP191" NA NA
"15554" "SP11" "SP191" "0.00234664779714696" NA
"15555" "SP12" "SP191" "0.0153723797815863" NA
"15556" "SP13" "SP191" "0.00171827278150055" NA
"15557" "SP14" "SP191" "4.25013405226125e-05" NA
"15558" "SP16" "SP191" "0.00185307336900515" NA
"15559" "SP21" "SP191" "3.99758203071097e-06" NA
"15560" "SP31" "SP191" "1.6393628224333e-06" NA
"15561" "SP41" "SP191" "5.98474759816589e-06" NA
"15562" "SP42" "SP191" "1.84423270649615e-05" NA
"15563" "SP44" "SP191" "2.98744434046626e-05" NA
"15564" "SP51" "SP191" "6.02802302260896e-05" NA
"15565" "SP61" "SP191" "0.00159563567715484" NA
"15566" "SP62" "SP191" "0.000211616606355722" NA
"15567" "SP63" "SP191" "0.000541471109624144" NA
"15568" "SP65" "SP191" "0.00159563567715484" NA
"15569" "SP66" "SP191" "0.00081556438737682" NA
"15570" "SP71" "SP191" "0.000211616606355722" NA
"15571" "SP72" "SP191" "8.20230275063797e-05" NA
"15572" "SP73" "SP191" "6.23136845640862e-05" NA
"15573" "SP74" "SP191" "0.000150650478665809" NA
"15574" "SP75" "SP191" "1.84423270649615e-05" NA
"15575" "SP76" "SP191" "4.25013405226125e-05" NA
"15576" "SP77" "SP191" "1.84423270649615e-05" NA
"15577" "SP78" "SP191" "2.39587992710549e-05" NA
"15578" "SP79" "SP191" "6.44319105984706e-05" NA
"15579" "SP80" "SP191" "0.000138947736486693" NA
"15580" "SP81" "SP191" "1.84423270649615e-05" NA
"15581" "SP82" "SP191" "4.51988793725255e-05" NA
"15582" "SP83" "SP191" NA NA
"15583" "SP90" "SP191" "0.00103634483665803" NA
"15584" "SP91" "SP191" "8.20230275063797e-05" NA
"15585" "SP92" "SP191" "0.00108026927758095" NA
"15586" "SP93" "SP191" "0.000541471109624144" NA
"15587" "SP94" "SP191" "0.00200154003193546" NA
"15588" "SP95" "SP191" "0.00504473688620256" NA
"15589" "SP96" "SP191" "0.00234664779714696" NA
"15590" "SP97" "SP191" "0.00171827278150055" NA
"15591" "SP98" "SP191" NA NA
"15592" "SP99" "SP191" "0.00216540051144301" NA
"15593" "SP100" "SP191" "0.00159563567715484" NA
"15594" "SP101" "SP191" "0.00435347841866656" NA
"15595" "SP102" "SP191" "0.000485209452380682" NA
"15596" "SP106" "SP191" "0.00103634483665803" NA
"15597" "SP111" "SP191" "0.000211616606355722" NA
"15598" "SP121" "SP191" "0.00223569144011007" NA
"15599" "SP131" "SP191" "2.59933584552569e-05" NA
"15600" "SP132" "SP191" "8.5218018861369e-06" NA
"15601" "SP133" "SP191" "0.00191072879135543" NA
"15602" "SP135" "SP191" "8.4995351818078e-05" NA
"15603" "SP141" "SP191" "0.024011001100006" NA
"15604" "SP151" "SP191" "0.000722328514677216" NA
"15605" "SP152" "SP191" "0.000985663465511094" NA
"15606" "SP160" "SP191" "0.000211616606355722" NA
"15607" "SP161" "SP191" "0.000337788025547202" NA
"15608" "SP162" "SP191" "0.000373401161160307" NA
"15609" "SP163" "SP191" "0.000355039647520855" NA
"15610" "SP164" "SP191" "0.00148385128191469" NA
"15611" "SP165" "SP191" "0.000436057531387297" NA
"15612" "SP166" "SP191" "3.88141625547323e-05" NA
"15613" "SP167" "SP191" "0.00081556438737682" NA
"15614" "SP168" "SP191" "0.000231410711198335" NA
"15615" "SP169" "SP191" "0.000767173888150967" NA
"15616" "SP170" "SP191" "0.00019387708681454" NA
"15617" "SP171" "SP191" "0.000221239637433607" NA
"15618" "SP172" "SP191" "0.000177941641684396" NA
"15619" "SP173" "SP191" "0.000202506572876442" NA
"15620" "SP174" "SP191" "3.88141625547323e-05" NA
"15621" "SP175" "SP191" "5.46494957123687e-05" NA
"15622" "SP177" "SP191" "0.000247778607663442" NA
"15623" "SP180" "SP191" "0.00729406114659039" NA
"15624" "SP181" "SP191" "0.00301971180132327" NA
"15625" "SP182" "SP191" "0.0754123834053289" NA
